Some weights of the model checkpoint at allenai/longformer-base-4096 were not used when initializing LongformerModel: ['lm_head.dense.bias', 'lm_head.dense.weight', 'lm_head.decoder.weight', 'lm_head.layer_norm.weight', 'lm_head.bias', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing LongformerModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing LongformerModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at emilyalsentzer/Bio_ClinicalBERT were not used when initializing BertModel: ['cls.predictions.transform.LayerNorm.weight', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.bias', 'cls.predictions.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
ehr loaded
cxr loaded
==> training
running for fusion_type fused_ehr
0
starting val epoch 0
val [0000 / 0050] validation loss: 	2.53743
checkpoint
starting train epoch 0
 epoch [0000 / 0050] [0009/4485] eta: 9 Days 21:8:6         lr: 	1.0000E-05 loss: 	4.10956 loss align 0.0000
 epoch [0004 / 0050] [0509/4485] eta: 0 Days 6:36:37        lr: 	1.0000E-05 loss: 	1.44775 loss align 0.0000
 epoch [0004 / 0050] [0609/4485] eta: 0 Days 6:36:18        lr: 	1.0000E-05 loss: 	1.44098 loss align 0.0000
 epoch [0004 / 0050] [0709/4485] eta: 0 Days 6:35:58        lr: 	1.0000E-05 loss: 	1.44513 loss align 0.0000
 epoch [0004 / 0050] [0809/4485] eta: 0 Days 6:35:39        lr: 	1.0000E-05 loss: 	1.46035 loss align 0.0000
 epoch [0004 / 0050] [0909/4485] eta: 0 Days 6:35:20        lr: 	1.0000E-05 loss: 	1.43139 loss align 0.0000
 epoch [0004 / 0050] [1009/4485] eta: 0 Days 6:35:0         lr: 	1.0000E-05 loss: 	1.46805 loss align 0.0000
 epoch [0004 / 0050] [1109/4485] eta: 0 Days 6:34:42        lr: 	1.0000E-05 loss: 	1.45865 loss align 0.0000
 epoch [0004 / 0050] [1209/4485] eta: 0 Days 6:34:23        lr: 	1.0000E-05 loss: 	1.46761 loss align 0.0000
 epoch [0004 / 0050] [1309/4485] eta: 0 Days 6:34:4         lr: 	1.0000E-05 loss: 	1.47507 loss align 0.0000
 epoch [0004 / 0050] [1409/4485] eta: 0 Days 6:33:45        lr: 	1.0000E-05 loss: 	1.49137 loss align 0.0000
 epoch [0004 / 0050] [1509/4485] eta: 0 Days 6:33:27        lr: 	1.0000E-05 loss: 	1.49342 loss align 0.0000
 epoch [0004 / 0050] [1609/4485] eta: 0 Days 6:33:8         lr: 	1.0000E-05 loss: 	1.49365 loss align 0.0000
 epoch [0004 / 0050] [1709/4485] eta: 0 Days 6:32:50        lr: 	1.0000E-05 loss: 	1.48146 loss align 0.0000
 epoch [0004 / 0050] [1809/4485] eta: 0 Days 6:32:31        lr: 	1.0000E-05 loss: 	1.48364 loss align 0.0000
 epoch [0004 / 0050] [1909/4485] eta: 0 Days 6:32:13        lr: 	1.0000E-05 loss: 	1.49862 loss align 0.0000
 epoch [0004 / 0050] [2009/4485] eta: 0 Days 6:31:55        lr: 	1.0000E-05 loss: 	1.49759 loss align 0.0000
 epoch [0004 / 0050] [2109/4485] eta: 0 Days 6:31:37        lr: 	1.0000E-05 loss: 	1.50170 loss align 0.0000
 epoch [0004 / 0050] [2209/4485] eta: 0 Days 6:31:19        lr: 	1.0000E-05 loss: 	1.50081 loss align 0.0000
 epoch [0004 / 0050] [2309/4485] eta: 0 Days 6:31:1         lr: 	1.0000E-05 loss: 	1.50096 loss align 0.0000
 epoch [0004 / 0050] [2409/4485] eta: 0 Days 6:30:44        lr: 	1.0000E-05 loss: 	1.49196 loss align 0.0000
 epoch [0004 / 0050] [2509/4485] eta: 0 Days 6:30:26        lr: 	1.0000E-05 loss: 	1.49006 loss align 0.0000
 epoch [0004 / 0050] [2609/4485] eta: 0 Days 6:30:8         lr: 	1.0000E-05 loss: 	1.49884 loss align 0.0000
 epoch [0004 / 0050] [2709/4485] eta: 0 Days 6:29:51        lr: 	1.0000E-05 loss: 	1.49298 loss align 0.0000
 epoch [0004 / 0050] [2809/4485] eta: 0 Days 6:29:33        lr: 	1.0000E-05 loss: 	1.49847 loss align 0.0000
 epoch [0004 / 0050] [2909/4485] eta: 0 Days 6:29:16        lr: 	1.0000E-05 loss: 	1.49295 loss align 0.0000
 epoch [0004 / 0050] [3009/4485] eta: 0 Days 6:28:59        lr: 	1.0000E-05 loss: 	1.49046 loss align 0.0000
 epoch [0004 / 0050] [3109/4485] eta: 0 Days 6:28:42        lr: 	1.0000E-05 loss: 	1.47929 loss align 0.0000
 epoch [0004 / 0050] [3209/4485] eta: 0 Days 6:28:25        lr: 	1.0000E-05 loss: 	1.47620 loss align 0.0000
 epoch [0004 / 0050] [3309/4485] eta: 0 Days 6:28:8         lr: 	1.0000E-05 loss: 	1.49296 loss align 0.0000
 epoch [0004 / 0050] [3409/4485] eta: 0 Days 6:27:51        lr: 	1.0000E-05 loss: 	1.49022 loss align 0.0000
 epoch [0004 / 0050] [3509/4485] eta: 0 Days 6:27:34        lr: 	1.0000E-05 loss: 	1.49573 loss align 0.0000
 epoch [0004 / 0050] [3609/4485] eta: 0 Days 6:27:17        lr: 	1.0000E-05 loss: 	1.48910 loss align 0.0000
 epoch [0004 / 0050] [3709/4485] eta: 0 Days 6:27:0         lr: 	1.0000E-05 loss: 	1.48703 loss align 0.0000
 epoch [0004 / 0050] [3809/4485] eta: 0 Days 6:26:43        lr: 	1.0000E-05 loss: 	1.49032 loss align 0.0000
 epoch [0004 / 0050] [3909/4485] eta: 0 Days 6:26:26        lr: 	1.0000E-05 loss: 	1.48913 loss align 0.0000
 epoch [0004 / 0050] [4009/4485] eta: 0 Days 6:26:10        lr: 	1.0000E-05 loss: 	1.49120 loss align 0.0000
 epoch [0004 / 0050] [4109/4485] eta: 0 Days 6:25:53        lr: 	1.0000E-05 loss: 	1.48736 loss align 0.0000
 epoch [0004 / 0050] [4209/4485] eta: 0 Days 6:25:36        lr: 	1.0000E-05 loss: 	1.48445 loss align 0.0000
 epoch [0004 / 0050] [4309/4485] eta: 0 Days 6:25:20        lr: 	1.0000E-05 loss: 	1.48423 loss align 0.0000
 epoch [0004 / 0050] [4409/4485] eta: 0 Days 6:25:3         lr: 	1.0000E-05 loss: 	1.49249 loss align 0.0000
5
starting val epoch 5
val [0005 / 0050] validation loss: 	1.41966
starting train epoch 5
 epoch [0005 / 0050] [0009/4485] eta: 0 Days 6:28:22        lr: 	1.0000E-05 loss: 	1.51583 loss align 0.0000
 epoch [0005 / 0050] [0109/4485] eta: 0 Days 6:28:3         lr: 	1.0000E-05 loss: 	1.44305 loss align 0.0000
 epoch [0005 / 0050] [0209/4485] eta: 0 Days 6:27:45        lr: 	1.0000E-05 loss: 	1.63107 loss align 0.0000
 epoch [0005 / 0050] [0309/4485] eta: 0 Days 6:27:27        lr: 	1.0000E-05 loss: 	1.55354 loss align 0.0000
 epoch [0005 / 0050] [0409/4485] eta: 0 Days 6:27:9         lr: 	1.0000E-05 loss: 	1.53188 loss align 0.0000
 epoch [0005 / 0050] [0509/4485] eta: 0 Days 6:26:51        lr: 	1.0000E-05 loss: 	1.52314 loss align 0.0000
 epoch [0005 / 0050] [0609/4485] eta: 0 Days 6:26:34        lr: 	1.0000E-05 loss: 	1.47122 loss align 0.0000
 epoch [0005 / 0050] [0709/4485] eta: 0 Days 6:26:17        lr: 	1.0000E-05 loss: 	1.47116 loss align 0.0000
 epoch [0005 / 0050] [0809/4485] eta: 0 Days 6:25:59        lr: 	1.0000E-05 loss: 	1.40914 loss align 0.0000
 epoch [0005 / 0050] [0909/4485] eta: 0 Days 6:25:42        lr: 	1.0000E-05 loss: 	1.41656 loss align 0.0000
 epoch [0005 / 0050] [1009/4485] eta: 0 Days 6:25:25        lr: 	1.0000E-05 loss: 	1.44600 loss align 0.0000
 epoch [0005 / 0050] [1109/4485] eta: 0 Days 6:25:8         lr: 	1.0000E-05 loss: 	1.42674 loss align 0.0000
 epoch [0005 / 0050] [1209/4485] eta: 0 Days 6:24:51        lr: 	1.0000E-05 loss: 	1.46799 loss align 0.0000
 epoch [0005 / 0050] [1309/4485] eta: 0 Days 6:24:34        lr: 	1.0000E-05 loss: 	1.47182 loss align 0.0000
 epoch [0005 / 0050] [1409/4485] eta: 0 Days 6:24:17        lr: 	1.0000E-05 loss: 	1.46314 loss align 0.0000
 epoch [0005 / 0050] [1509/4485] eta: 0 Days 6:24:0         lr: 	1.0000E-05 loss: 	1.47867 loss align 0.0000
 epoch [0005 / 0050] [1609/4485] eta: 0 Days 6:23:43        lr: 	1.0000E-05 loss: 	1.46203 loss align 0.0000
 epoch [0005 / 0050] [1709/4485] eta: 0 Days 6:23:26        lr: 	1.0000E-05 loss: 	1.47565 loss align 0.0000
 epoch [0005 / 0050] [1809/4485] eta: 0 Days 6:23:10        lr: 	1.0000E-05 loss: 	1.47935 loss align 0.0000
 epoch [0005 / 0050] [1909/4485] eta: 0 Days 6:22:53        lr: 	1.0000E-05 loss: 	1.46028 loss align 0.0000
 epoch [0005 / 0050] [2009/4485] eta: 0 Days 6:22:37        lr: 	1.0000E-05 loss: 	1.45455 loss align 0.0000
 epoch [0005 / 0050] [2109/4485] eta: 0 Days 6:22:20        lr: 	1.0000E-05 loss: 	1.44882 loss align 0.0000
 epoch [0005 / 0050] [2209/4485] eta: 0 Days 6:22:4         lr: 	1.0000E-05 loss: 	1.47582 loss align 0.0000
 epoch [0005 / 0050] [2309/4485] eta: 0 Days 6:21:47        lr: 	1.0000E-05 loss: 	1.46913 loss align 0.0000
 epoch [0005 / 0050] [2409/4485] eta: 0 Days 6:21:31        lr: 	1.0000E-05 loss: 	1.46876 loss align 0.0000
 epoch [0005 / 0050] [2509/4485] eta: 0 Days 6:21:15        lr: 	1.0000E-05 loss: 	1.47162 loss align 0.0000
 epoch [0005 / 0050] [2609/4485] eta: 0 Days 6:20:58        lr: 	1.0000E-05 loss: 	1.47456 loss align 0.0000
 epoch [0005 / 0050] [2709/4485] eta: 0 Days 6:20:42        lr: 	1.0000E-05 loss: 	1.47932 loss align 0.0000
 epoch [0005 / 0050] [2809/4485] eta: 0 Days 6:20:26        lr: 	1.0000E-05 loss: 	1.47798 loss align 0.0000
 epoch [0005 / 0050] [2909/4485] eta: 0 Days 6:20:10        lr: 	1.0000E-05 loss: 	1.47736 loss align 0.0000
 epoch [0005 / 0050] [3009/4485] eta: 0 Days 6:19:54        lr: 	1.0000E-05 loss: 	1.46897 loss align 0.0000
 epoch [0005 / 0050] [3109/4485] eta: 0 Days 6:19:38        lr: 	1.0000E-05 loss: 	1.46129 loss align 0.0000
 epoch [0005 / 0050] [3209/4485] eta: 0 Days 6:19:22        lr: 	1.0000E-05 loss: 	1.45713 loss align 0.0000
 epoch [0005 / 0050] [3309/4485] eta: 0 Days 6:19:6         lr: 	1.0000E-05 loss: 	1.46150 loss align 0.0000
 epoch [0005 / 0050] [3409/4485] eta: 0 Days 6:18:50        lr: 	1.0000E-05 loss: 	1.45918 loss align 0.0000
 epoch [0005 / 0050] [3509/4485] eta: 0 Days 6:18:35        lr: 	1.0000E-05 loss: 	1.45451 loss align 0.0000
 epoch [0005 / 0050] [3609/4485] eta: 0 Days 6:18:19        lr: 	1.0000E-05 loss: 	1.46652 loss align 0.0000
 epoch [0005 / 0050] [3709/4485] eta: 0 Days 6:18:3         lr: 	1.0000E-05 loss: 	1.47512 loss align 0.0000
 epoch [0005 / 0050] [3809/4485] eta: 0 Days 6:17:47        lr: 	1.0000E-05 loss: 	1.47781 loss align 0.0000
 epoch [0005 / 0050] [3909/4485] eta: 0 Days 6:17:32        lr: 	1.0000E-05 loss: 	1.48026 loss align 0.0000
 epoch [0005 / 0050] [4009/4485] eta: 0 Days 6:17:16        lr: 	1.0000E-05 loss: 	1.47351 loss align 0.0000
 epoch [0005 / 0050] [4109/4485] eta: 0 Days 6:17:0         lr: 	1.0000E-05 loss: 	1.46917 loss align 0.0000
 epoch [0005 / 0050] [4209/4485] eta: 0 Days 6:16:45        lr: 	1.0000E-05 loss: 	1.46987 loss align 0.0000
 epoch [0005 / 0050] [4309/4485] eta: 0 Days 6:16:29        lr: 	1.0000E-05 loss: 	1.47577 loss align 0.0000
 epoch [0005 / 0050] [4409/4485] eta: 0 Days 6:16:14        lr: 	1.0000E-05 loss: 	1.47195 loss align 0.0000
6
starting val epoch 6
val [0006 / 0050] validation loss: 	1.58079
checkpoint
starting train epoch 6
 epoch [0006 / 0050] [0009/4485] eta: 0 Days 6:19:9         lr: 	1.0000E-05 loss: 	1.61311 loss align 0.0000
 epoch [0006 / 0050] [0109/4485] eta: 0 Days 6:18:52        lr: 	1.0000E-05 loss: 	1.51836 loss align 0.0000
 epoch [0006 / 0050] [0209/4485] eta: 0 Days 6:18:35        lr: 	1.0000E-05 loss: 	1.34712 loss align 0.0000
 epoch [0006 / 0050] [0309/4485] eta: 0 Days 6:18:19        lr: 	1.0000E-05 loss: 	1.30760 loss align 0.0000
 epoch [0006 / 0050] [0409/4485] eta: 0 Days 6:18:2         lr: 	1.0000E-05 loss: 	1.30574 loss align 0.0000
 epoch [0006 / 0050] [0509/4485] eta: 0 Days 6:17:46        lr: 	1.0000E-05 loss: 	1.27192 loss align 0.0000
 epoch [0006 / 0050] [0609/4485] eta: 0 Days 6:17:30        lr: 	1.0000E-05 loss: 	1.31871 loss align 0.0000
 epoch [0006 / 0050] [0709/4485] eta: 0 Days 6:17:14        lr: 	1.0000E-05 loss: 	1.39972 loss align 0.0000
 epoch [0006 / 0050] [0809/4485] eta: 0 Days 6:16:57        lr: 	1.0000E-05 loss: 	1.39578 loss align 0.0000
 epoch [0006 / 0050] [0909/4485] eta: 0 Days 6:16:40        lr: 	1.0000E-05 loss: 	1.40004 loss align 0.0000
 epoch [0006 / 0050] [1009/4485] eta: 0 Days 6:16:24        lr: 	1.0000E-05 loss: 	1.43221 loss align 0.0000
 epoch [0006 / 0050] [1109/4485] eta: 0 Days 6:16:7         lr: 	1.0000E-05 loss: 	1.42664 loss align 0.0000
 epoch [0006 / 0050] [1209/4485] eta: 0 Days 6:15:51        lr: 	1.0000E-05 loss: 	1.44475 loss align 0.0000
 epoch [0006 / 0050] [1309/4485] eta: 0 Days 6:15:35        lr: 	1.0000E-05 loss: 	1.45104 loss align 0.0000
 epoch [0006 / 0050] [1409/4485] eta: 0 Days 6:15:19        lr: 	1.0000E-05 loss: 	1.45515 loss align 0.0000
 epoch [0006 / 0050] [1509/4485] eta: 0 Days 6:15:2         lr: 	1.0000E-05 loss: 	1.45203 loss align 0.0000
 epoch [0006 / 0050] [1609/4485] eta: 0 Days 6:14:46        lr: 	1.0000E-05 loss: 	1.44484 loss align 0.0000
 epoch [0006 / 0050] [1709/4485] eta: 0 Days 6:14:30        lr: 	1.0000E-05 loss: 	1.44268 loss align 0.0000
 epoch [0006 / 0050] [1809/4485] eta: 0 Days 6:14:14        lr: 	1.0000E-05 loss: 	1.43047 loss align 0.0000
 epoch [0006 / 0050] [1909/4485] eta: 0 Days 6:13:58        lr: 	1.0000E-05 loss: 	1.47544 loss align 0.0000
 epoch [0006 / 0050] [2009/4485] eta: 0 Days 6:13:42        lr: 	1.0000E-05 loss: 	1.46586 loss align 0.0000
 epoch [0006 / 0050] [2109/4485] eta: 0 Days 6:13:27        lr: 	1.0000E-05 loss: 	1.48302 loss align 0.0000
 epoch [0006 / 0050] [2209/4485] eta: 0 Days 6:13:11        lr: 	1.0000E-05 loss: 	1.47311 loss align 0.0000
 epoch [0006 / 0050] [2309/4485] eta: 0 Days 6:12:56        lr: 	1.0000E-05 loss: 	1.48524 loss align 0.0000
 epoch [0006 / 0050] [2409/4485] eta: 0 Days 6:12:40        lr: 	1.0000E-05 loss: 	1.46840 loss align 0.0000
 epoch [0006 / 0050] [2509/4485] eta: 0 Days 6:12:25        lr: 	1.0000E-05 loss: 	1.47252 loss align 0.0000
 epoch [0006 / 0050] [2609/4485] eta: 0 Days 6:12:9         lr: 	1.0000E-05 loss: 	1.46484 loss align 0.0000
 epoch [0006 / 0050] [2709/4485] eta: 0 Days 6:11:54        lr: 	1.0000E-05 loss: 	1.46211 loss align 0.0000
 epoch [0006 / 0050] [2809/4485] eta: 0 Days 6:11:39        lr: 	1.0000E-05 loss: 	1.45133 loss align 0.0000
 epoch [0006 / 0050] [2909/4485] eta: 0 Days 6:11:23        lr: 	1.0000E-05 loss: 	1.45358 loss align 0.0000
 epoch [0006 / 0050] [3009/4485] eta: 0 Days 6:11:8         lr: 	1.0000E-05 loss: 	1.46538 loss align 0.0000
 epoch [0006 / 0050] [3109/4485] eta: 0 Days 6:10:53        lr: 	1.0000E-05 loss: 	1.47033 loss align 0.0000
 epoch [0006 / 0050] [3209/4485] eta: 0 Days 6:10:38        lr: 	1.0000E-05 loss: 	1.46887 loss align 0.0000
 epoch [0006 / 0050] [3309/4485] eta: 0 Days 6:10:22        lr: 	1.0000E-05 loss: 	1.46483 loss align 0.0000
 epoch [0006 / 0050] [3409/4485] eta: 0 Days 6:10:7         lr: 	1.0000E-05 loss: 	1.46572 loss align 0.0000
 epoch [0006 / 0050] [3509/4485] eta: 0 Days 6:9:52         lr: 	1.0000E-05 loss: 	1.46610 loss align 0.0000
 epoch [0006 / 0050] [3609/4485] eta: 0 Days 6:9:37         lr: 	1.0000E-05 loss: 	1.47273 loss align 0.0000
 epoch [0006 / 0050] [3709/4485] eta: 0 Days 6:9:22         lr: 	1.0000E-05 loss: 	1.47113 loss align 0.0000
 epoch [0006 / 0050] [3809/4485] eta: 0 Days 6:9:7          lr: 	1.0000E-05 loss: 	1.47398 loss align 0.0000
 epoch [0006 / 0050] [3909/4485] eta: 0 Days 6:8:52         lr: 	1.0000E-05 loss: 	1.47661 loss align 0.0000
 epoch [0006 / 0050] [4009/4485] eta: 0 Days 6:8:37         lr: 	1.0000E-05 loss: 	1.48202 loss align 0.0000
 epoch [0006 / 0050] [4109/4485] eta: 0 Days 6:8:23         lr: 	1.0000E-05 loss: 	1.47935 loss align 0.0000
 epoch [0006 / 0050] [4209/4485] eta: 0 Days 6:8:8          lr: 	1.0000E-05 loss: 	1.48164 loss align 0.0000
 epoch [0006 / 0050] [4309/4485] eta: 0 Days 6:7:53         lr: 	1.0000E-05 loss: 	1.48367 loss align 0.0000
 epoch [0006 / 0050] [4409/4485] eta: 0 Days 6:7:38         lr: 	1.0000E-05 loss: 	1.48102 loss align 0.0000
7
starting val epoch 7
val [0007 / 0050] validation loss: 	1.46151
starting train epoch 7
 epoch [0007 / 0050] [0009/4485] eta: 0 Days 6:9:50         lr: 	1.0000E-05 loss: 	1.72842 loss align 0.0000
 epoch [0007 / 0050] [0109/4485] eta: 0 Days 6:9:34         lr: 	1.0000E-05 loss: 	1.41573 loss align 0.0000
 epoch [0007 / 0050] [0209/4485] eta: 0 Days 6:9:18         lr: 	1.0000E-05 loss: 	1.46974 loss align 0.0000
 epoch [0007 / 0050] [0309/4485] eta: 0 Days 6:9:2          lr: 	1.0000E-05 loss: 	1.49617 loss align 0.0000
 epoch [0007 / 0050] [0409/4485] eta: 0 Days 6:8:47         lr: 	1.0000E-05 loss: 	1.44391 loss align 0.0000
 epoch [0007 / 0050] [0509/4485] eta: 0 Days 6:8:31         lr: 	1.0000E-05 loss: 	1.43788 loss align 0.0000
 epoch [0007 / 0050] [0609/4485] eta: 0 Days 6:8:16         lr: 	1.0000E-05 loss: 	1.52988 loss align 0.0000
 epoch [0007 / 0050] [0709/4485] eta: 0 Days 6:8:0          lr: 	1.0000E-05 loss: 	1.51372 loss align 0.0000
 epoch [0007 / 0050] [0809/4485] eta: 0 Days 6:7:45         lr: 	1.0000E-05 loss: 	1.53646 loss align 0.0000
 epoch [0007 / 0050] [0909/4485] eta: 0 Days 6:7:29         lr: 	1.0000E-05 loss: 	1.53662 loss align 0.0000
 epoch [0007 / 0050] [1009/4485] eta: 0 Days 6:7:14         lr: 	1.0000E-05 loss: 	1.55891 loss align 0.0000
 epoch [0007 / 0050] [1109/4485] eta: 0 Days 6:6:59         lr: 	1.0000E-05 loss: 	1.57494 loss align 0.0000
 epoch [0007 / 0050] [1209/4485] eta: 0 Days 6:6:43         lr: 	1.0000E-05 loss: 	1.56282 loss align 0.0000
 epoch [0007 / 0050] [1309/4485] eta: 0 Days 6:6:28         lr: 	1.0000E-05 loss: 	1.56340 loss align 0.0000
 epoch [0007 / 0050] [1409/4485] eta: 0 Days 6:6:13         lr: 	1.0000E-05 loss: 	1.55402 loss align 0.0000
 epoch [0007 / 0050] [1509/4485] eta: 0 Days 6:5:58         lr: 	1.0000E-05 loss: 	1.56129 loss align 0.0000
 epoch [0007 / 0050] [1609/4485] eta: 0 Days 6:5:43         lr: 	1.0000E-05 loss: 	1.54574 loss align 0.0000
 epoch [0007 / 0050] [1709/4485] eta: 0 Days 6:5:28         lr: 	1.0000E-05 loss: 	1.54376 loss align 0.0000
 epoch [0007 / 0050] [1809/4485] eta: 0 Days 6:5:13         lr: 	1.0000E-05 loss: 	1.53677 loss align 0.0000
 epoch [0007 / 0050] [1909/4485] eta: 0 Days 6:4:58         lr: 	1.0000E-05 loss: 	1.50634 loss align 0.0000
 epoch [0007 / 0050] [2009/4485] eta: 0 Days 6:4:43         lr: 	1.0000E-05 loss: 	1.51627 loss align 0.0000
 epoch [0007 / 0050] [2109/4485] eta: 0 Days 6:4:28         lr: 	1.0000E-05 loss: 	1.51754 loss align 0.0000
 epoch [0007 / 0050] [2209/4485] eta: 0 Days 6:4:13         lr: 	1.0000E-05 loss: 	1.50482 loss align 0.0000
 epoch [0007 / 0050] [2309/4485] eta: 0 Days 6:3:58         lr: 	1.0000E-05 loss: 	1.48431 loss align 0.0000
 epoch [0007 / 0050] [2409/4485] eta: 0 Days 6:3:44         lr: 	1.0000E-05 loss: 	1.50891 loss align 0.0000
 epoch [0007 / 0050] [2509/4485] eta: 0 Days 6:3:29         lr: 	1.0000E-05 loss: 	1.51180 loss align 0.0000
 epoch [0007 / 0050] [2609/4485] eta: 0 Days 6:3:14         lr: 	1.0000E-05 loss: 	1.50510 loss align 0.0000
 epoch [0007 / 0050] [2709/4485] eta: 0 Days 6:2:59         lr: 	1.0000E-05 loss: 	1.49928 loss align 0.0000
 epoch [0007 / 0050] [2809/4485] eta: 0 Days 6:2:45         lr: 	1.0000E-05 loss: 	1.49407 loss align 0.0000
 epoch [0007 / 0050] [2909/4485] eta: 0 Days 6:2:30         lr: 	1.0000E-05 loss: 	1.50535 loss align 0.0000
 epoch [0007 / 0050] [3009/4485] eta: 0 Days 6:2:15         lr: 	1.0000E-05 loss: 	1.51289 loss align 0.0000
 epoch [0007 / 0050] [3109/4485] eta: 0 Days 6:2:1          lr: 	1.0000E-05 loss: 	1.51800 loss align 0.0000
 epoch [0007 / 0050] [3209/4485] eta: 0 Days 6:1:46         lr: 	1.0000E-05 loss: 	1.50551 loss align 0.0000
 epoch [0007 / 0050] [3309/4485] eta: 0 Days 6:1:32         lr: 	1.0000E-05 loss: 	1.49286 loss align 0.0000
 epoch [0007 / 0050] [3409/4485] eta: 0 Days 6:1:17         lr: 	1.0000E-05 loss: 	1.49504 loss align 0.0000
 epoch [0007 / 0050] [3509/4485] eta: 0 Days 6:1:3          lr: 	1.0000E-05 loss: 	1.49608 loss align 0.0000
 epoch [0007 / 0050] [3609/4485] eta: 0 Days 6:0:48         lr: 	1.0000E-05 loss: 	1.49513 loss align 0.0000
 epoch [0007 / 0050] [3709/4485] eta: 0 Days 6:0:34         lr: 	1.0000E-05 loss: 	1.49775 loss align 0.0000
 epoch [0007 / 0050] [3809/4485] eta: 0 Days 6:0:19         lr: 	1.0000E-05 loss: 	1.50221 loss align 0.0000
 epoch [0007 / 0050] [3909/4485] eta: 0 Days 6:0:5          lr: 	1.0000E-05 loss: 	1.49745 loss align 0.0000
 epoch [0007 / 0050] [4009/4485] eta: 0 Days 5:59:50        lr: 	1.0000E-05 loss: 	1.50053 loss align 0.0000
 epoch [0007 / 0050] [4109/4485] eta: 0 Days 5:59:36        lr: 	1.0000E-05 loss: 	1.50100 loss align 0.0000
 epoch [0007 / 0050] [4209/4485] eta: 0 Days 5:59:21        lr: 	1.0000E-05 loss: 	1.50467 loss align 0.0000
 epoch [0007 / 0050] [4309/4485] eta: 0 Days 5:59:7         lr: 	1.0000E-05 loss: 	1.50305 loss align 0.0000
 epoch [0007 / 0050] [4409/4485] eta: 0 Days 5:58:53        lr: 	1.0000E-05 loss: 	1.50589 loss align 0.0000
8
starting val epoch 8
val [0008 / 0050] validation loss: 	1.48963
starting train epoch 8
 epoch [0008 / 0050] [0009/4485] eta: 0 Days 6:0:43         lr: 	1.0000E-05 loss: 	2.25362 loss align 0.0000
 epoch [0008 / 0050] [0109/4485] eta: 0 Days 6:0:27         lr: 	1.0000E-05 loss: 	1.59612 loss align 0.0000
 epoch [0008 / 0050] [0209/4485] eta: 0 Days 6:0:12         lr: 	1.0000E-05 loss: 	1.47602 loss align 0.0000
 epoch [0008 / 0050] [0309/4485] eta: 0 Days 5:59:57        lr: 	1.0000E-05 loss: 	1.56549 loss align 0.0000
 epoch [0008 / 0050] [0409/4485] eta: 0 Days 5:59:42        lr: 	1.0000E-05 loss: 	1.53872 loss align 0.0000
 epoch [0008 / 0050] [0509/4485] eta: 0 Days 5:59:27        lr: 	1.0000E-05 loss: 	1.46017 loss align 0.0000
 epoch [0008 / 0050] [0609/4485] eta: 0 Days 5:59:12        lr: 	1.0000E-05 loss: 	1.46678 loss align 0.0000
 epoch [0008 / 0050] [0709/4485] eta: 0 Days 5:58:57        lr: 	1.0000E-05 loss: 	1.47245 loss align 0.0000
 epoch [0008 / 0050] [0809/4485] eta: 0 Days 5:58:42        lr: 	1.0000E-05 loss: 	1.48689 loss align 0.0000
 epoch [0008 / 0050] [0909/4485] eta: 0 Days 5:58:28        lr: 	1.0000E-05 loss: 	1.47439 loss align 0.0000
 epoch [0008 / 0050] [1009/4485] eta: 0 Days 5:58:13        lr: 	1.0000E-05 loss: 	1.49088 loss align 0.0000
 epoch [0008 / 0050] [1109/4485] eta: 0 Days 5:57:58        lr: 	1.0000E-05 loss: 	1.47665 loss align 0.0000
 epoch [0008 / 0050] [1209/4485] eta: 0 Days 5:57:44        lr: 	1.0000E-05 loss: 	1.50213 loss align 0.0000
 epoch [0008 / 0050] [1309/4485] eta: 0 Days 5:57:29        lr: 	1.0000E-05 loss: 	1.51153 loss align 0.0000
 epoch [0008 / 0050] [1409/4485] eta: 0 Days 5:57:14        lr: 	1.0000E-05 loss: 	1.50928 loss align 0.0000
 epoch [0008 / 0050] [1509/4485] eta: 0 Days 5:57:0         lr: 	1.0000E-05 loss: 	1.49423 loss align 0.0000
 epoch [0008 / 0050] [1609/4485] eta: 0 Days 5:56:45        lr: 	1.0000E-05 loss: 	1.49895 loss align 0.0000
 epoch [0008 / 0050] [1709/4485] eta: 0 Days 5:56:31        lr: 	1.0000E-05 loss: 	1.47692 loss align 0.0000
 epoch [0008 / 0050] [1809/4485] eta: 0 Days 5:56:16        lr: 	1.0000E-05 loss: 	1.49393 loss align 0.0000
 epoch [0008 / 0050] [1909/4485] eta: 0 Days 5:56:2         lr: 	1.0000E-05 loss: 	1.48185 loss align 0.0000
